"TmdbId","Id","Season Id","Season Number","Episode Number","Overview","Runtime","Still Path","Name"
"61663","1021697","63597","1","4","Kousei and Kaori arrive just in time for the competition, however without a chance to practice the piece how will Kousei be able to perform? And how can he survive on stage with the memories of his mother still haunting him?","23","/qjCu9WHgohh06qpj2D0L48wikib.jpg","Departure"
"61663","1021698","63597","1","5","Kaori is recovering from her accident after the performance, and Kousei, Watari, and Tsubaki are starting to realise the new feelings that are brewing in their group.","23","/sy6wAAijJRdmpqK9WeLI1XvDROm.jpg","Gray Skies"
"61663","1021699","63597","1","6","Kaori is pushing Kousei to the limits in an attempt to bring back his musical skills. Tsubaki has to figure out where her feelings are pointing her.","23","/j5W1m6I1ziy8PThHmPCbUwawPZN.jpg","On the Way Home"
"61663","1021700","63597","1","7","The Maihou Music Competition has started and Kousei is starting to feel his fears catching up with him. At the same time some old rivals have appeared and are set on competing with Kousei.","23","/eXDthcj30r0UEVIJk9MbU1urSQR.jpg","The Shadows Whisper"
"61663","1021701","63597","1","8","Takeshi Aiza and Emi Igawa. These two have a strong rivalry with Kousei. But what drives them to play piano?","23","/1qGnA52SAzweRRfi3ybXSFOnAOU.jpg","Let It Ring"
"61663","1021750","63597","1","9","It's Kousei's turn to take the stage, and everyone is waiting to see whether or not he will be able to play. How will he be able to perform with the memories of his mother still floating in his mind?","23","/neLbFtPxgCeIxaCnqDmzuxbkCIV.jpg","Resonance"
"61663","1021751","63597","1","10","During the Maihou Music Competition, Kousei has trouble hearing the notes. He tries drawing on dear memories to help him through his performance.","23","/5EurhoJc0DP18qAAWMBFDUH7SxC.jpg","The Scenery I Shared with You"
"61663","1021752","63597","1","11","The qualifiers are up, but Kousei is sure he already knows where he placed. Takeshi and Emi however are desperate to see how their greatest rival was marked.","23","/eQEMduxmZIqpNyC57SzOnQfgBL5.jpg","Light of Life"
"1434","1023633","62024","13","7","To help Chris ace his ninth grade history class, Stewie and Brian employ the time travel machine for educational purposes. Not surprisingly, all three get stuck in the past.","22","/shI1TSpgqakxgatAIaAaQDU1fP0.jpg","Stewie, Chris & Brian's Excellent Adventure"
"43865","1023666","53133","2","7","Multiple Dominators were stolen by Kamui during the massacre caused by the Military Drones. Who does he intend to use those Dominators on? And why hasn’t the Sibyl System taken any action to deactivate them? Akane goes to see Kasei to get answers.","28","/lIL7aA8lHIolDDjyp5sNubVcnQ9.jpg","Untraceable Children"
"43865","1023667","53133","2","8","Kamui has been hiding in plain sight using Holos that take the form of dead people aged up, which makes Akane realize that his actions have been planned in great detail. Meanwhile, Mika closes in on the truth about Kamui and submits a report to Kasei.","28","/grmpruD8c7KV9l0MSzMyRTWd2tb.jpg","Conception of the Oracle"
"43865","1023668","53133","2","9","After figuring out who Sakuya Togane really is, Inspector Shimotsuki also learns the truth about the Sibyl System. In the meantime, Kamui and his accomplices are moving forward with their plan using the Dominators he took from the MWPSB.","28","/g4ro72akSQytvu4QtoELprJffmm.jpg","Omnipotence Paradox"
"61459","1024097","62946","1","2","As Shinichi and his parasyte continue their unasked-for coexistence, the parasyte in his right (migi) arm decides to take on the name of ""Migi."" Shinichi realizes that parasytes are involved in the ongoing mincemeat murders. Feeling alone in his discovery, Shinichi grapples with frustration. Unbeknownst to him, he is about to meet another parasyte for the first time...","23","/6xPU5vPmvkrkTqmdpF4JGsDApYp.jpg","Demon in the Flesh"
"61459","1024098","62946","1","3","As the number of mincemeat murder victims grows, Shinichi, alone in his knowledge of the truth, is in turmoil. When Migi suddenly alerts him to the presence of another parasyte, he is aghast to find that it is in his own school. Paranoid, Shinichi attends a schoolwide assembly, where the staff introduce a beautiful new teacher...","23","/6iBbBJiZfv1RD5dvg6Y8I5BgkDu.jpg","Feast"
"61459","1024099","62946","1","4","Shinichi's life returns to ""normal"" after A's killing spree, but Shinichi remains in low spirits. His mother, Nobuko, becomes worried, but Shinichi just bluffs when she asks him what's wrong. His father, Kazuyuki, suggests to Nobuko that a past incident may be involved. Nobuko looks down at the old scar on her hand and thinks back to what happened when Shinichi was a little boy...","23","/f0m3suL9QmKU8N8ugnIGHFzVOEf.jpg","Disheveled Hair"
"61459","1024100","62946","1","5","Running late to school, Shinichi sees Nagai in trouble with some punks. When Shinichi steps in to help, he meets a high school student, Kimishima Kana. Shinichi and Satomi share a close moment when she tends to his injuries, but his life is about to take a sudden turn with a single phone call from his father...","23","/meTyTu5BqCFa9ZxZpWWlAwu5rmh.jpg","The Stranger"
"61459","1024101","62946","1","6","Struck through the heart by his mother-turned-parasite, Shinichi survives only through Migi's efforts. After regaining consciousness, Shinichi is devastated by the realization that none of it had been a dream.","23","/hL6wciEKcvF5ZjDJRmp2UeYn5v4.jpg","The Sun Also Rises"
"61459","1024102","62946","1","7","Thinking he'd found his mother's killer, Shinichi instead meets Uda Mamoru, a man in a similar situation as himself. Uda sympathizes with Shinichi and suggests that they all work together. The time to avenge his mother has come at last! Shinichi heads to the precipice...","23","/4aYMLNDLjx0Y2Lnl7L5Mgg1iIYE.jpg","Dark Night's Passing"
"61459","1024103","62946","1","8","Shinichi has regained some semblance of a normal life. However, with Migi's cells dispersed throughout his body, his physical abilities have greatly increased to the point that not even Mitsuo poses a threat. Shinichi fears that the changes go beyond the physical and into the psychological. Just as peace returns to his school, a new parasite appears!","23","/4radWJoiPcvwLTd0gvqJ5nWmm5M.jpg","Freezing Point"
"61459","1024104","62946","1","9","Yuko is drawn to Shimada Hideo, but gradually realizes that something is seriously amiss with Shimada's face itself. As Yuko pursues Shimada's secret, she connects the dots between him and her brother's police investigation.","23","/9r9KkPbObx3ApDd7Vb3bc19LWTJ.jpg","Beyond Good and Evil"
"61459","1024105","62946","1","10","Incapable of rationala thought, Shimada Hideo is a savage beast on a rampage, and Satomi's class has become his prey. Shinichi must make his way through the carnage in order to save Satomi...","23","/f7IM0QOTEMcvsUbr8PWJPZThwCn.jpg","What Mad Universe"
"61459","1024106","62946","1","11","Kana's feelings for Shinichi grows day by day, and so does Shinichi's apprehension about Kana's ability. As ordinary life returns, Satomi struggles with her mounting suspicion that something has changed in Shinichi. Meanwhile, a new parasite appears to wreak havoc in a local gang hideout. Everyone's lives are about to get shattered yet again.","23","/haf8wk2S8M0aSiBvzzUb7b9ZlB6.jpg","The Blue Bird"
"61459","1024107","62946","1","12","Kana's special ability is gaining in strength. Believing that ignoring her will only endanger her life, Shinichi tells Kana everything about the parasites. Shinichi only wants to save Kana, but Kana believes Shinichi is lying to her. They are two ships, passing in the night...","23","/k9jjVH1OwmmFWZZgaytWNADQQi1.jpg","Kokoro"
"61459","1024108","62946","1","13","A few days after Kana's death, things seem to be back to normal for Shinichi. Satomi and her friends are perturbed by his seeming indifference, but Shinichi, himself, is grappling with his own sense of disquiet with his unnatural state of mind. Meanwhile, a man begins snooping around about Shinichi...","23","/21Xgq86JRqj7t9KPWQKlJxn3IOt.jpg","Hello Sadness"
"43865","1026856","53133","2","10","The ghost has revealed himself and taken action. Kamui and his group take over five hundred passengers in subway trains as hostages and start shooting them randomly with Dominators. What are they trying to accomplish? What is the MWPSB’s next move?","28","/lQ5fz2XJsIOYE56uBfVHy5vivpA.jpg","Gauging the Soul"
"43865","1026857","53133","2","11","The time for judgment has come. Akane advances towards the core of the Sibyl System with Kamui. Which will be judged, Kamui or Sibyl? What is Sibyl’s answer to Kamui’s existence? What is Kamui’s intention? The rules of the world are about to change.","28","/kt6pun8hboA5GOcdT4NV1q1tlyu.jpg","What Color?"
"1434","1027219","62024","13","8","When Brian takes the SATs for Meg but doesn't do very well, the family starts to doubt his intelligence; Peter tries to show Brian the upside of being stupid.	","22","/iTP88d5htFclX96DKEOOJjnSUtD.jpg","Our Idiot Brian"
"61663","1029344","63597","1","12","School's over and Summer break has begun, as long as you're not in Summer School. For Kousei and Kaori though there's not break yet, as they have to prepare for the Gala Concert. Tsubaki though just wants to spend whatever time she can with her friends, as the future is so uncertain. Can Saki help Kousei hear the music?","23","/aV2nPsn2Y9GIvfSkIjDoXfgqF0K.jpg","Twinkle Twinkle Little Star"
"61663","1029345","63597","1","13","Kousei has taken the stage at the Gala Concert. Endeavoring to put on a performance without Kaori. This is his chance to prove his abilities as a pianist and try to come to terms with the memory of his mother.","23","/rpKNo71xIaVtwPKl1sDOVTR82sG.jpg","Love's Sorrow"
"61663","1029346","63597","1","14","Kousei, Tsubaki and Watari visit Kaori in the hospital, but she insists everything is fine. Tsubaki reflects on her past with Kousei and considers if she has romantic feelings for him. Meanwhile, Kousei makes an important decision about his future.","23","/4sYAh0ej5u7Il8badC9XxYNfAPl.jpg","Footsteps"
"61663","1029347","63597","1","15","Tsubaki is frustrated as she sees her friends moving forward, afraid that she might be left behind. Kousei finds it difficult to keep visiting Kaori in the hospital. Hiroko comes across a promising young talent.","23","/yJksDldonNQiOexbZdg2MXDqI5r.jpg","Liar"
"61663","1029348","63597","1","16","Kousei's concerns for Kaori temporarily subside as he runs into her on the street and they go shopping. Nagi can't take the harsh criticism she receives with Kousei as her piano teacher.","23","/3nhPEgUECEo42HOTSjdEWq7qSZJ.jpg","Two of a Kind"
"61663","1029349","63597","1","17","Nagi is feeling the pressure of her upcoming performance, and is struggling to deal with it. But as she learns, every performer goes through the same emotions.","23","/ijS6IopaG4LrOH9NUXkq875Pme7.jpg","Twilight"
"61663","1029350","63597","1","18","Nagi and Kousei finally take the stage. Despite acting as Nagi's support during their performance, Kousei challenges Nagi to reach her full potential.","23","/uQb6QWR62tyaZtmWabmQXCBuEsy.jpg","Hearts Come Together"
"61663","1029351","63597","1","19","After Nagi and Kousei's performance Takeshi is pumped. It's his turn to take the stage. What will his music say about himself? What will he convey to the audience?","23","/qQ3Bp7s4wd2E7hoRe9iOeca8oMD.jpg","Goodbye, Hero"
"61663","1029352","63597","1","20","Unable to come to grips with the idea that Kousei has feelings for Kaori, Tsubaki lashes out. Kousei, meanwhile, continues to avoid visiting Kaori in the hospital.","23","/tuaP1dSIHHYO0JFif14EDCrtROb.jpg","Hand in Hand"
"61663","1029353","63597","1","21","Kousei breaks down and stops playing piano after he witnesses Kaori's health waning. The Eastern Japan Piano Competition continues.","23","/bONfoio5OE8n5frgTu2IQT8joIM.jpg","Snow"
"61663","1029354","63597","1","22","Knowing her time is limited, Kaori undergoes a risky operation, hoping to have the chance to play with Kousei on stage one more time.","23","/8sYxI1SDkpAIwUpw89hVCG4EENs.jpg","Spring Wind"
"1434","1029706","62024","13","9","Meg is thrilled to be recruited as a model, but it turns out to be for a very specific type of modeling: the foot-fetish industry. Meanwhile, Brian accompanies Stewie on an open-road adventure when Stewie decides he wants to experience life outside of preschool. ","22","/90zSGoguUW5UQW4c5Az9SVQACrI.jpg","This Little Piggy"
"61459","1029891","62946","1","14","Shinichi's secret becomes known to Kuramori, the private investigator hired by Tamura. Shinichi tries to confide in Satomi, but his unsuccessful attempt only drives a wedge between them. Shinichi recruits Uda's help to break the impasse.","23","/2TlbPtUSgaR8u43zG8is1Wojo6z.jpg","The Selfish Gene"
"61459","1029892","62946","1","15","Though still full of doubt, Kuramori has, for the time being, accepted Shinichi. Soon after, Kuramori's resolve is severely shaken by witnessing a parasite murder a human being. Shinichi is frustrated by the turn of events, but the lull is cut short when a new parasite appears...","23","/nyGwhBr81IuNq77KcqW1KNNbJmf.jpg","Something Wicked This Way Comes"
